department,education,gender,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met_more_than_80,avg_training_score,,3,
Technology,Bachelors,Male,1,24,N/A,1,1,78,,1,
Procurement,Masters & above,Male,1,37,5,4,0,70,,1,
Sales & Marketing,Bachelors,Male,2,25,1,2,0,49,,3,
Sales & Marketing,Bachelors,Male,1,30,N/A,1,0,48,,1,
HR,Bachelors,Male,1,34,3,7,0,48,,1,
Operations,Bachelors,Female,1,40,4,5,1,54,,3,
R&D,Bachelors,Male,1,24,N/A,1,0,84,,1,
Sales & Marketing,Bachelors,Male,1,29,4,6,1,52,,1,
R&D,Masters & above,Female,1,29,3,4,1,85,,1,
Analytics,Bachelors,Male,1,31,4,5,1,87,,3,
Sales & Marketing,Bachelors,Male,2,30,N/A,1,0,53,,1,
Analytics,Bachelors,Male,1,30,3,7,0,86,,1,
Procurement,Bachelors,Male,1,32,3,6,1,71,,1,
Technology,Bachelors,Male,2,33,3,8,0,77,,1,
Analytics,N/A,Male,1,31,3,3,0,85,,1,
Finance,Bachelors,Female,1,33,3,2,1,57,,1,
Sales & Marketing,Masters & above,Male,1,41,2,2,1,48,,1,
Operations,Masters & above,Male,1,40,5,3,1,60,,3,
Sales & Marketing,Bachelors,Female,1,29,N/A,1,0,47,,1,
Analytics,Bachelors,Male,1,29,4,5,0,83,,1,
Sales & Marketing,Bachelors,Male,2,28,4,4,0,49,,1,
Procurement,Bachelors,Male,1,29,4,3,0,71,,1,
Operations,Bachelors,Male,1,47,4,15,0,62,,1,
Sales & Marketing,Masters & above,Male,1,41,3,6,0,59,,1,
Analytics,N/A,Male,1,39,4,8,0,88,,1,
Sales & Marketing,Bachelors,Male,1,34,1,9,0,44,,3,
R&D,Bachelors,Female,1,30,N/A,1,1,84,,1,
Finance,Bachelors,Female,2,30,3,6,0,65,,1,
Sales & Marketing,Masters & above,Male,2,40,4,14,0,47,,1,
Operations,Bachelors,Male,1,30,5,5,1,55,,1,
Procurement,Bachelors,Male,1,28,5,4,1,70,,3,
Sales & Marketing,Bachelors,Male,1,25,N/A,1,0,48,,1,
Analytics,Bachelors,Male,1,30,4,7,1,82,,1,
Sales & Marketing,Bachelors,Male,1,29,2,2,0,45,,1,
Technology,Bachelors,Female,2,32,4,8,0,84,,1,
Procurement,Masters & above,Male,1,38,3,10,0,70,,1,
Operations,Bachelors,Female,1,41,2,5,0,63,,1,
Technology,Bachelors,Female,1,54,5,10,0,78,,1,
Analytics,Bachelors,Male,2,34,4,5,0,86,,1,
R&D,Masters & above,Male,1,31,5,1,0,90,,1,
Sales & Marketing,Bachelors,Male,1,29,3,2,1,50,,1,
Operations,Bachelors,Male,1,34,1,6,0,54,,1,
Operations,Bachelors,Female,1,25,5,3,1,62,,1,
Sales & Marketing,Masters & above,Male,1,37,5,11,1,46,,1,
Sales & Marketing,Masters & above,Female,1,36,3,8,0,51,,1,
Sales & Marketing,Bachelors,Male,1,39,5,10,1,51,,3,
Sales & Marketing,Bachelors,Male,2,30,N/A,1,0,51,,1,
Sales & Marketing,Bachelors,Male,2,44,2,12,0,46,,1,
Operations,Bachelors,Male,1,25,5,3,1,57,,1,
Technology,Masters & above,Male,1,38,4,10,1,79,,1,
Procurement,Bachelors,Male,3,35,3,7,0,69,,1,
Operations,Bachelors,Male,4,34,4,2,1,58,,1,
Sales & Marketing,Bachelors,Male,1,31,1,3,1,45,,1,
Sales & Marketing,Bachelors,Male,1,49,5,7,0,53,,1,
Sales & Marketing,Bachelors,Male,1,32,3,3,1,45,,1,
R&D,Masters & above,Male,1,30,2,5,0,84,,1,
Procurement,Bachelors,Female,3,25,3,5,0,71,,1,
Operations,Bachelors,Female,1,58,1,18,1,56,,1,
Finance,Bachelors,Female,1,30,5,7,1,59,,1,
Analytics,Bachelors,Male,1,28,3,4,0,82,,1,
Operations,Bachelors,Female,2,34,5,4,0,72,,1,
Sales & Marketing,N/A,Male,1,45,1,5,0,46,,1,
Analytics,Bachelors,Male,1,33,4,6,0,88,,1,
Operations,Bachelors,Female,1,32,1,3,0,61,,1,
Operations,Bachelors,Male,1,27,4,2,1,59,,1,
Sales & Marketing,Bachelors,Male,1,28,1,2,0,51,,1,
HR,Bachelors,Male,1,31,1,4,0,52,,1,
Procurement,Masters & above,Female,1,41,1,7,0,72,,1,
Sales & Marketing,Bachelors,Male,1,50,5,17,0,53,,1,
Procurement,Bachelors,Female,1,34,3,6,0,70,,3,
Sales & Marketing,Bachelors,Female,1,31,N/A,1,0,45,,1,
Sales & Marketing,Bachelors,Male,1,30,4,9,1,45,,3,
Sales & Marketing,Bachelors,Male,1,27,N/A,1,1,49,,1,
Analytics,Bachelors,Male,1,31,5,7,1,82,,1,
Technology,Masters & above,Male,1,32,3,8,0,79,,1,
Operations,Bachelors,Male,1,23,2,2,0,59,,1,
Procurement,Masters & above,Female,1,38,5,3,1,70,,1,
Sales & Marketing,Masters & above,Male,1,30,3,4,1,49,,3,
Sales & Marketing,Bachelors,Male,1,25,N/A,1,0,50,,1,
Procurement,Masters & above,Male,1,41,4,2,0,71,,1,
Procurement,Bachelors,Male,1,33,5,6,1,68,,1,
Operations,Bachelors,Male,1,40,3,4,0,57,,1,
Sales & Marketing,Bachelors,Male,1,32,5,2,1,52,,1,
Sales & Marketing,Masters & above,Male,1,36,5,8,0,66,,1,
HR,Bachelors,Female,1,32,3,7,1,51,,1,
Operations,Masters & above,Male,1,40,1,5,0,62,,1,
HR,Bachelors,Male,1,31,1,7,1,51,,1,
Finance,Bachelors,Female,1,43,3,14,0,60,,1,
Operations,Bachelors,Male,1,29,3,4,0,61,,1,
Sales & Marketing,Masters & above,Male,1,39,4,8,0,52,,3,
Analytics,Bachelors,Male,1,29,N/A,1,1,85,,1,
Technology,Bachelors,Female,1,49,4,16,0,80,,1,
Technology,Masters & above,Female,1,32,3,7,1,78,,1,
Sales & Marketing,N/A,Male,2,31,3,4,0,52,,3,
Finance,Bachelors,Male,2,29,N/A,1,0,57,,1,
Legal,Masters & above,Male,1,35,3,6,1,58,,1,
Operations,Bachelors,Male,1,58,5,8,0,59,,1,
Finance,Bachelors,Male,1,31,3,8,0,59,,1,
Sales & Marketing,Bachelors,Male,2,36,3,9,0,49,,3,
Sales & Marketing,Bachelors,Male,1,26,N/A,1,0,47,,1,
Operations,Bachelors,Male,1,36,5,5,0,72,,1,
Technology,Bachelors,Female,2,34,3,5,0,82,,1,
Procurement,Masters & above,Female,1,52,5,16,1,69,,1,
Sales & Marketing,Bachelors,Female,1,34,4,7,0,48,,1,
Sales & Marketing,Masters & above,Male,1,41,4,14,0,52,,1,
Sales & Marketing,Bachelors,Male,2,30,1,4,0,50,,1,
Sales & Marketing,N/A,Male,1,34,3,2,0,46,,1,
Operations,Masters & above,Male,1,35,4,7,1,60,,1,
Sales & Marketing,Masters & above,Male,1,37,4,9,1,62,,1,
Operations,Bachelors,Female,1,26,4,3,0,58,,1,
Analytics,Bachelors,Male,3,33,3,4,0,81,,1,
Technology,Bachelors,Male,1,57,4,5,0,79,,1,
Sales & Marketing,Bachelors,Male,1,36,3,4,0,48,,1,
HR,Bachelors,Male,1,24,5,1,1,89,,1,
Operations,Bachelors,Female,1,41,3,6,0,61,,1,
HR,Bachelors,Male,1,30,3,5,0,52,,1,
Operations,Masters & above,Male,1,49,1,11,0,55,,1,
Operations,Masters & above,Male,1,37,4,5,0,57,,1,
Sales & Marketing,Masters & above,Male,1,32,2,5,0,48,,1,
Technology,Bachelors,Male,1,41,3,7,0,78,,1,
Technology,Bachelors,Male,2,33,3,6,0,77,,1,
Operations,Bachelors,Female,1,29,5,6,1,57,,1,
Procurement,Bachelors,Male,3,31,4,5,0,73,,1,
Finance,Bachelors,Female,2,39,3,6,1,62,,1,
Procurement,Bachelors,Male,1,25,5,3,1,72,,1,
Sales & Marketing,N/A,Male,1,24,1,2,0,56,,1,
HR,Bachelors,Male,1,39,3,10,0,54,,1,
Technology,Masters & above,Male,2,34,5,2,0,80,,1,
Sales & Marketing,Bachelors,Female,1,47,5,4,0,51,,1,
Procurement,Bachelors,Female,1,59,1,29,0,65,,3,
Sales & Marketing,Bachelors,Male,3,28,N/A,1,0,44,,3,
Sales & Marketing,N/A,Male,1,25,N/A,1,0,55,,1,
Analytics,N/A,Female,1,28,5,5,1,76,,1,
Sales & Marketing,N/A,Male,1,28,1,4,0,54,,1,
Operations,Bachelors,Female,1,30,3,2,0,58,,1,
Sales & Marketing,Masters & above,Male,1,33,3,4,1,47,,3,
Sales & Marketing,Bachelors,Male,1,27,N/A,1,1,49,,1,
Operations,Bachelors,Male,1,32,5,3,1,59,,1,
Operations,Masters & above,Male,1,45,3,14,0,57,,1,
Sales & Marketing,N/A,Male,1,23,3,2,0,55,,1,
Procurement,Bachelors,Male,2,28,4,4,1,71,,1,
Sales & Marketing,Masters & above,Male,1,35,3,7,1,49,,1,
Analytics,Bachelors,Male,1,36,3,6,0,87,,1,
Sales & Marketing,Bachelors,Male,1,39,1,7,0,49,,1,
Technology,Masters & above,Male,1,41,2,12,0,78,,1,
Legal,Bachelors,Male,1,27,5,2,1,52,,1,
Legal,Bachelors,Male,1,41,4,14,0,62,,1,
Finance,Masters & above,Male,1,33,4,10,0,56,,1,
Technology,Bachelors,Male,1,30,2,5,0,81,,1,
Technology,Bachelors,Male,1,26,5,2,1,84,,1,
Procurement,Bachelors,Male,1,30,2,2,0,68,,1,
Operations,Masters & above,Female,1,40,5,8,1,60,,1,
Procurement,Below Secondary,Female,1,25,3,2,0,68,,1,
Operations,Masters & above,Female,1,35,4,9,0,61,,1,
Technology,Bachelors,Male,1,31,1,5,0,80,,1,
Sales & Marketing,Bachelors,Male,1,35,3,9,1,53,,1,
Procurement,Masters & above,Female,2,59,3,17,0,67,,1,
Analytics,Bachelors,Male,2,27,3,2,0,85,,1,
Technology,Below Secondary,Female,1,25,3,2,0,78,,1,
Technology,Masters & above,Female,2,33,1,5,0,81,,1,
Analytics,Bachelors,Male,1,36,3,7,0,86,,1,
Procurement,Bachelors,Female,1,32,3,4,0,67,,1,
Technology,Bachelors,Male,3,39,3,4,0,82,,1,
Sales & Marketing,Bachelors,Male,1,37,3,3,0,50,,1,
Technology,Bachelors,Male,1,33,4,4,1,97,,3,
Finance,Bachelors,Male,1,26,N/A,1,1,61,,1,
Operations,Masters & above,Female,1,37,5,3,1,60,,1,
Finance,Bachelors,Male,1,29,5,6,1,57,,1,
Analytics,N/A,Male,1,34,5,7,0,85,,3,
Analytics,Bachelors,Male,2,27,N/A,1,0,82,,1,
HR,Bachelors,Male,1,29,3,3,1,46,,1,
Technology,Bachelors,Male,1,30,4,3,1,74,,1,
Operations,Bachelors,Male,1,37,3,3,0,91,,1,
Sales & Marketing,Bachelors,Male,1,30,3,8,1,46,,1,
Sales & Marketing,Bachelors,Female,1,25,5,2,0,49,,1,
Operations,Masters & above,Male,1,60,5,17,0,61,,1,
Technology,Bachelors,Male,1,28,3,2,1,81,,1,
Sales & Marketing,Bachelors,Male,1,47,3,5,0,49,,1,
Technology,Bachelors,Male,1,27,4,3,1,83,,1,
Procurement,Bachelors,Female,1,29,3,2,1,65,,1,
Procurement,Masters & above,Female,1,33,1,8,0,67,,1,
Procurement,Masters & above,Male,1,35,2,8,0,67,,1,
Sales & Marketing,Bachelors,Male,1,53,3,17,0,45,,1,
Operations,Masters & above,Male,1,45,1,3,0,57,,1,
Sales & Marketing,N/A,Male,1,30,3,3,0,46,,1,
Technology,Masters & above,Female,1,35,5,9,1,80,,1,
Technology,Bachelors,Male,1,43,1,10,0,84,,1,
Operations,Bachelors,Female,1,53,3,5,1,59,,1,
Sales & Marketing,Bachelors,Male,2,26,3,3,1,48,,1,
Sales & Marketing,Bachelors,Male,1,32,2,5,0,43,,1,
Procurement,Bachelors,Female,1,32,4,7,0,70,,1,
Sales & Marketing,Bachelors,Male,2,34,4,7,0,50,,1,
Technology,Masters & above,Male,1,38,4,4,1,83,,1,
Sales & Marketing,Masters & above,Male,1,28,3,5,0,51,,1,
Sales & Marketing,N/A,Male,2,26,4,3,0,48,,1,
Operations,Masters & above,Female,1,37,3,3,0,61,,1,
Operations,Bachelors,Male,1,38,5,9,1,60,,1,
Operations,Masters & above,Male,1,42,5,12,1,57,,1,
Sales & Marketing,Masters & above,Male,1,35,5,3,1,52,,1,
R&D,Bachelors,Male,1,31,4,4,0,83,,1,
Procurement,Bachelors,Male,3,25,3,2,0,68,,1,
Operations,Bachelors,Male,1,30,4,2,1,61,,1,
Finance,Bachelors,Female,1,40,2,3,0,58,,1,
Operations,Bachelors,Female,1,27,2,4,1,58,,1,
Technology,Bachelors,Male,3,26,4,3,1,76,,1,
Sales & Marketing,Bachelors,Female,1,24,3,3,0,61,,1,
Technology,Masters & above,Male,1,47,1,14,0,79,,1,
Finance,Masters & above,Male,1,57,3,14,0,56,,1,
Sales & Marketing,Bachelors,Female,1,28,3,3,0,49,,1,
Procurement,Masters & above,Female,1,37,3,3,0,67,,1,
Operations,Masters & above,Male,1,34,5,9,0,61,,1,
Operations,Bachelors,Male,2,33,2,4,1,53,,3,
Procurement,Bachelors,Female,2,28,N/A,1,0,69,,1,
Operations,Masters & above,Female,1,43,3,4,0,62,,1,
Analytics,Bachelors,Male,2,32,5,6,1,87,,1,
Technology,Masters & above,Male,1,48,3,5,0,81,,1,
Procurement,Bachelors,Male,1,31,3,7,0,71,,1,
Sales & Marketing,Masters & above,Male,1,30,3,4,1,51,,1,
Sales & Marketing,Bachelors,Male,1,43,3,13,1,50,,1,
Operations,Masters & above,Female,1,36,4,8,0,60,,1,
Legal,Masters & above,Male,1,52,4,16,0,60,,1,
Technology,Bachelors,Male,1,51,3,3,0,76,,1,
Procurement,Masters & above,Female,1,42,3,3,0,82,,1,
Analytics,Bachelors,Male,2,37,5,6,1,84,,1,
Sales & Marketing,Masters & above,Male,1,36,5,9,0,51,,1,
Finance,Bachelors,Male,1,33,5,9,0,62,,1,
Operations,Bachelors,Male,1,34,5,9,0,54,,1,
Operations,Masters & above,Male,1,44,3,12,0,63,,1,
Sales & Marketing,Bachelors,Male,1,43,5,5,0,49,,3,
Procurement,Bachelors,Female,1,26,N/A,1,0,67,,1,
Technology,Bachelors,Female,1,31,4,4,0,85,,1,
Sales & Marketing,Bachelors,Male,1,28,5,2,0,53,,1,
HR,Bachelors,Female,1,32,5,6,1,48,,1,
Analytics,Bachelors,Male,1,40,3,6,1,87,,1,
Procurement,Bachelors,Male,1,42,3,11,0,72,,1,
Operations,Bachelors,Male,2,29,4,5,0,57,,1,
Sales & Marketing,Bachelors,Male,4,39,1,10,0,55,,1,
Analytics,Bachelors,Male,2,35,2,8,0,89,,1,
Procurement,Masters & above,Male,5,43,3,11,0,65,,1,
Procurement,Masters & above,Male,1,55,1,25,0,67,,1,
Technology,Masters & above,Female,1,55,1,19,0,80,,1,
Technology,Bachelors,Male,1,37,2,4,0,76,,1,
Operations,Bachelors,Male,1,33,4,7,1,66,,1,
Procurement,Masters & above,Male,1,31,3,2,0,71,,3,
Procurement,Bachelors,Male,3,29,N/A,1,1,66,,1,
Procurement,Bachelors,Male,1,29,3,5,0,72,,1,
Technology,Bachelors,Female,1,27,3,2,0,79,,1,
Sales & Marketing,Bachelors,Male,1,38,1,11,0,52,,1,
Sales & Marketing,Bachelors,Male,1,31,1,4,1,45,,1,
Sales & Marketing,Bachelors,Male,1,30,3,6,1,49,,3,
Technology,Below Secondary,Male,2,23,N/A,1,1,85,,1,
Sales & Marketing,Bachelors,Female,1,28,5,5,1,54,,1,
Operations,Bachelors,Male,1,31,5,6,1,64,,1,
Sales & Marketing,Bachelors,Male,1,32,1,5,0,52,,1,
Operations,Masters & above,Female,1,58,3,2,1,62,,1,
Operations,Bachelors,Male,1,36,3,9,0,55,,1,
Operations,Bachelors,Female,1,29,3,6,0,59,,1,
Technology,Bachelors,Male,1,28,3,5,1,83,,1,
Sales & Marketing,Masters & above,Male,1,38,3,5,0,51,,1,
Finance,Masters & above,Male,1,33,5,6,0,60,,1,
Analytics,Bachelors,Male,2,29,3,2,0,85,,1,
Sales & Marketing,Bachelors,Male,1,29,5,2,1,45,,1,
Operations,Masters & above,Female,1,33,3,7,0,61,,1,
HR,Masters & above,Female,1,50,1,16,0,49,,1,
HR,Bachelors,Male,1,38,2,7,0,53,,1,
Procurement,Bachelors,Female,1,41,4,4,1,71,,1,
Analytics,N/A,Male,1,30,5,6,1,87,,1,
Operations,Bachelors,Male,1,35,2,5,0,60,,1,
Sales & Marketing,Bachelors,Female,1,30,2,3,0,47,,1,
Analytics,Bachelors,Male,1,34,5,5,1,86,,1,
Operations,Masters & above,Male,1,37,4,3,0,63,,1,
Technology,Bachelors,Male,3,48,3,7,0,82,,1,
Analytics,Bachelors,Male,1,35,4,4,0,87,,1,
Analytics,Bachelors,Male,1,27,5,4,1,89,,3,
Sales & Marketing,N/A,Male,1,23,N/A,1,0,49,,1,
Finance,Bachelors,Female,1,29,4,4,0,58,,1,
Sales & Marketing,Bachelors,Female,1,26,3,3,0,51,,1,
Operations,Masters & above,Female,1,36,3,3,0,59,,3,
Analytics,N/A,Male,2,25,N/A,1,1,85,,1,
Procurement,Bachelors,Female,1,34,5,4,0,67,,1,
Operations,Bachelors,Female,1,27,5,5,1,62,,1,
Procurement,Bachelors,Female,1,39,4,5,0,67,,1,
Operations,Bachelors,Male,1,28,3,8,0,59,,1,
Operations,Bachelors,Female,1,37,3,12,0,60,,1,
Sales & Marketing,Masters & above,Male,2,55,3,4,0,50,,1,
Finance,Bachelors,Female,1,34,4,7,0,57,,1,
Legal,Bachelors,Male,1,38,5,7,0,60,,1,
Technology,Bachelors,Male,1,26,4,2,0,79,,1,
Procurement,Bachelors,Female,1,28,5,3,1,74,,1,
Operations,Bachelors,Female,1,31,5,4,1,61,,1,
Operations,Bachelors,Male,2,30,3,7,1,60,,1,
Operations,Masters & above,Female,1,44,1,2,0,63,,3,
Analytics,Bachelors,Female,1,27,N/A,1,1,84,,1,
Analytics,Bachelors,Male,1,30,2,3,0,86,,1,
Finance,Bachelors,Male,3,39,5,8,1,63,,1,
Sales & Marketing,Bachelors,Male,1,36,3,8,0,50,,1,
Operations,Bachelors,Male,1,27,4,5,0,63,,1,
Sales & Marketing,Masters & above,Male,2,33,1,8,0,52,,1,
HR,Masters & above,Male,1,31,1,7,0,47,,1,
Technology,Bachelors,Female,2,30,3,5,1,76,,1,
Operations,Bachelors,Male,1,26,3,3,1,56,,1,
Operations,Masters & above,Male,1,32,5,6,0,71,,1,
Sales & Marketing,Bachelors,Male,2,29,1,6,0,50,,3,
Finance,Below Secondary,Male,1,24,N/A,1,1,64,,1,
Legal,Bachelors,Male,1,29,3,3,0,56,,1,
Operations,Bachelors,Male,1,38,5,5,1,57,,1,
Sales & Marketing,Masters & above,Male,1,47,4,15,0,49,,1,
Analytics,Bachelors,Male,1,45,3,4,0,85,,1,
Sales & Marketing,Bachelors,Female,1,39,2,6,0,52,,1,
Analytics,Masters & above,Male,2,29,1,3,0,83,,3,
Sales & Marketing,Bachelors,Male,1,29,N/A,1,0,45,,1,
Operations,Masters & above,Male,1,42,2,7,0,58,,1,
Procurement,Bachelors,Male,2,29,3,3,0,73,,1,
Sales & Marketing,Masters & above,Female,1,31,5,5,1,54,,1,
Sales & Marketing,Bachelors,Male,1,27,5,2,1,47,,1,
Analytics,Bachelors,Male,1,38,1,4,0,85,,1,
Sales & Marketing,Bachelors,Male,1,37,5,4,1,45,,3,
Operations,Bachelors,Male,1,29,N/A,1,0,56,,1,
Sales & Marketing,Bachelors,Male,2,53,1,5,1,48,,1,
Operations,Bachelors,Female,2,30,3,7,0,62,,1,
Sales & Marketing,N/A,Male,1,48,5,9,1,49,,3,
Operations,Bachelors,Male,1,25,N/A,1,1,58,,1,
Procurement,Bachelors,Male,1,42,4,5,1,61,,1,
Finance,Below Secondary,Male,1,23,4,2,0,63,,1,
Sales & Marketing,Bachelors,Male,2,29,3,7,0,47,,1,
Analytics,Bachelors,Male,2,29,3,1,0,84,,1,
Sales & Marketing,Bachelors,Male,1,29,4,5,0,50,,1,
Sales & Marketing,Bachelors,Male,4,31,1,4,0,49,,1,
Sales & Marketing,Bachelors,Male,2,34,3,7,0,52,,1,
Operations,Bachelors,Female,1,31,3,4,0,64,,1,
Operations,Masters & above,Female,2,41,5,7,0,62,,1,
Procurement,Masters & above,Male,3,36,3,4,0,68,,1,
Procurement,Masters & above,Female,1,41,4,2,1,67,,1,
HR,Bachelors,Male,1,36,3,5,1,53,,1,
Operations,Bachelors,Female,1,27,4,3,1,61,,1,
Technology,Bachelors,Male,2,38,4,9,0,83,,1,
Sales & Marketing,Bachelors,Male,1,41,5,7,1,47,,1,
Sales & Marketing,Bachelors,Male,1,55,5,18,0,49,,3,
Procurement,Bachelors,Female,1,28,N/A,1,0,71,,1,
Procurement,Masters & above,Male,1,36,3,3,1,67,,3,
Sales & Marketing,Bachelors,Male,1,23,N/A,1,0,53,,1,
Sales & Marketing,Bachelors,Female,1,29,5,3,1,49,,1,
Operations,Bachelors,Female,1,33,3,8,1,57,,1,
Operations,Bachelors,Male,1,33,3,3,0,58,,1,
Finance,Bachelors,Male,1,33,3,9,0,63,,1,
Operations,Bachelors,Female,1,29,4,1,0,61,,1,
Procurement,Bachelors,Female,1,34,3,8,0,72,,1,
Sales & Marketing,N/A,Male,1,38,4,3,1,48,,1,
HR,Masters & above,Male,1,42,3,6,1,49,,1,
Sales & Marketing,Bachelors,Male,1,34,1,3,0,48,,1,
Sales & Marketing,Bachelors,Male,1,36,1,9,0,49,,1,
Sales & Marketing,Bachelors,Female,1,33,5,3,0,52,,1,
Sales & Marketing,Bachelors,Male,1,31,5,4,1,47,,3,
Legal,Bachelors,Male,1,32,N/A,1,0,59,,1,
Operations,Bachelors,Male,1,29,1,3,0,60,,1,
Analytics,Masters & above,Male,1,48,3,6,0,81,,1,
Sales & Marketing,Bachelors,Male,1,35,4,7,0,44,,1,
Legal,Bachelors,Male,1,30,5,2,1,62,,1,
Operations,Bachelors,Female,1,36,5,2,1,61,,1,
Technology,Bachelors,Male,1,32,5,3,1,76,,1,
Operations,N/A,Female,1,29,3,2,0,59,,1,
Technology,Bachelors,Male,2,39,3,10,0,77,,1,
Analytics,Masters & above,Male,1,37,3,12,0,87,,3,
Sales & Marketing,Bachelors,Male,1,27,N/A,1,0,49,,1,
Technology,Below Secondary,Male,2,23,5,2,0,92,,1,
Procurement,Masters & above,Female,1,48,4,7,1,70,,1,
Technology,Bachelors,Male,1,29,2,3,0,80,,1,
Sales & Marketing,Masters & above,Male,2,37,3,9,0,50,,1,
Procurement,Masters & above,Male,1,32,3,5,0,67,,1,
Technology,Masters & above,Male,2,35,3,3,1,77,,1,
Sales & Marketing,Bachelors,Male,1,25,5,2,1,45,,1,
Sales & Marketing,Masters & above,Male,1,39,5,2,0,49,,1,
Procurement,Bachelors,Female,1,43,4,8,0,69,,1,
Analytics,Bachelors,Male,1,38,5,8,0,82,,1,
Operations,Bachelors,Female,1,36,5,4,1,57,,1,
Procurement,Bachelors,Female,1,33,4,4,1,65,,3,
Analytics,Bachelors,Male,1,27,N/A,1,0,90,,1,
Analytics,Masters & above,Male,1,38,3,5,0,85,,1,
Operations,Bachelors,Male,1,43,2,4,0,58,,1,
Technology,Bachelors,Male,1,26,5,3,1,73,,1,
Finance,Bachelors,Male,1,30,2,5,1,95,,3,
Sales & Marketing,N/A,Male,2,30,N/A,1,0,46,,1,
Procurement,Masters & above,Male,1,54,4,2,1,69,,1,
Technology,Masters & above,Male,1,47,4,10,0,79,,1,
Sales & Marketing,Bachelors,Male,1,40,3,10,1,51,,1,
Technology,Masters & above,Female,1,38,4,9,0,79,,1,
Sales & Marketing,Bachelors,Female,2,26,3,2,0,48,,1,
Operations,Bachelors,Female,1,55,4,19,0,57,,3,
HR,Bachelors,Female,1,30,N/A,1,0,53,,1,
Finance,Bachelors,Male,1,27,4,5,0,66,,1,
Technology,Masters & above,Male,1,37,5,7,1,77,,1,
Technology,Bachelors,Male,2,28,1,3,0,78,,1,
Operations,Masters & above,Male,1,39,3,12,0,60,,1,
Procurement,Bachelors,Male,1,37,3,10,0,66,,1,
Analytics,Masters & above,Male,1,37,5,12,0,85,,1,
Finance,Bachelors,Female,1,50,4,15,0,65,,1,
Operations,Masters & above,Female,1,34,3,10,0,62,,1,
Operations,Bachelors,Male,2,24,5,3,0,59,,1,
Operations,Bachelors,Male,1,42,3,12,1,60,,1,
Finance,Masters & above,Male,1,32,1,5,0,58,,1,
R&D,N/A,Male,1,29,5,2,1,87,,1,
Procurement,Bachelors,Male,1,59,3,19,0,69,,1,
Sales & Marketing,Masters & above,Male,2,34,4,5,1,50,,1,
Operations,Bachelors,Female,1,45,5,15,1,61,,1,
Sales & Marketing,Masters & above,Male,2,33,1,6,0,46,,1,
Operations,N/A,Female,1,29,4,2,0,60,,1,
Sales & Marketing,Bachelors,Male,1,29,1,3,1,52,,1,
Operations,Bachelors,Male,1,29,2,2,0,55,,1,
Technology,Bachelors,Female,1,28,3,4,0,81,,1,
Technology,Bachelors,Female,2,26,3,4,0,73,,1,
Procurement,Bachelors,Male,1,30,3,3,0,68,,1,
Sales & Marketing,Bachelors,Male,1,35,3,5,1,54,,1,
Operations,Bachelors,Male,1,32,5,6,0,61,,1,
Legal,Bachelors,Female,1,28,1,2,0,57,,1,
Operations,Bachelors,Female,1,45,4,7,0,64,,1,
Operations,Masters & above,Male,1,32,2,7,0,58,,1,
Sales & Marketing,Masters & above,Female,1,33,1,10,0,49,,1,
Analytics,Bachelors,Male,1,41,1,8,0,86,,1,
Sales & Marketing,N/A,Male,1,31,3,4,0,50,,1,
Sales & Marketing,Bachelors,Male,2,32,1,4,0,47,,1,
Operations,Bachelors,Female,1,55,5,9,1,59,,1,
Analytics,Bachelors,Female,2,29,4,8,0,82,,1,
Analytics,Bachelors,Male,1,26,4,4,1,85,,3,
Sales & Marketing,N/A,Male,1,23,N/A,1,0,58,,1,
Procurement,Bachelors,Male,1,31,3,3,0,68,,1,
Sales & Marketing,Masters & above,Male,1,37,1,4,0,48,,1,
Sales & Marketing,Bachelors,Male,1,44,5,14,1,50,,1,
Analytics,Masters & above,Male,2,43,3,9,0,82,,3,
Sales & Marketing,N/A,Male,2,22,N/A,1,0,52,,1,
Procurement,Bachelors,Male,1,35,1,9,0,71,,1,
Procurement,Masters & above,Female,1,60,4,22,0,75,,1,
Technology,Masters & above,Male,1,32,5,6,1,83,,1,
HR,Bachelors,Male,1,28,5,3,1,53,,1,
Sales & Marketing,Masters & above,Male,1,38,5,5,1,50,,1,
HR,Masters & above,Female,1,55,4,23,1,51,,1,
Sales & Marketing,N/A,Male,1,44,1,4,0,50,,1,
Sales & Marketing,Bachelors,Female,1,31,5,2,1,48,,1,
Technology,Masters & above,Male,1,33,3,5,1,78,,1,
Operations,Bachelors,Male,2,34,2,6,1,61,,1,
Technology,Bachelors,Male,1,26,3,3,0,80,,1,
Procurement,Bachelors,Male,1,36,3,10,1,71,,1,
Technology,Bachelors,Male,1,29,3,5,1,72,,1,
Sales & Marketing,Bachelors,Male,1,34,3,3,0,45,,1,
Operations,Masters & above,Male,1,47,4,7,0,66,,1,
Sales & Marketing,Bachelors,Female,1,26,5,4,1,48,,1,
Procurement,Bachelors,Male,1,40,2,6,1,71,,3,
Finance,Bachelors,Female,1,23,N/A,1,0,58,,1,
Operations,Bachelors,Female,2,55,5,14,0,59,,1,
Sales & Marketing,Masters & above,Male,1,35,1,5,1,53,,1,
Sales & Marketing,Bachelors,Male,3,26,3,3,0,49,,1,
Analytics,Bachelors,Male,2,31,3,6,0,82,,1,
Technology,Bachelors,Female,3,34,4,7,0,77,,1,
HR,Below Secondary,Female,1,24,4,1,0,49,,1,
